,intent,text,seeds,label,is_invalid
3519,appointment,i can help you schedule an appointment at the bank,how do i set up an appointment at the bank?,1,
3529,appointment,i need to make an appointment with the bank,how do i set up an appointment at the bank?,1,
3540,appointment,do you have any questions about meeting with a bank representative,i would like to meet with a bank representative,1,X
3548,appointment,i am sorry but as an ai language model i do not have access to the scheduling system of the bank please contact the bank directly to schedule your appointment,can i schedule an appointment with someone at the bank?,1,X
3549,appointment,can you provide more information on the type of appointment you need at the bank,how do i set up an appointment at the bank?,1,X
3564,appointment,could you schedule a meeting with someone at the bank for me,can i schedule an appointment with someone at the bank?,1,
3565,appointment,how can i make an appointment with the bank,how do i set up an appointment at the bank?,1,
3569,appointment,can i book a meeting with the bank,how do i set up an appointment at the bank?,1,
3570,appointment,what steps do i need to follow to set up an appointment at the bank,how do i set up an appointment at the bank?,1,
3571,appointment,is there a specific representative i should request to meet with,i would like to meet with a bank representative,1,X
3575,appointment,would you like me to set up an appointment with a bank representative,i would like to meet with a bank representative,1,
3585,appointment,would you mind arranging a meeting with a bank representative,i would like to meet with a bank representative,1,
3613,appointment,are you interested in scheduling an appointment online or would you like to speak to someone over the phone,can i schedule an appointment with someone at the bank?,1,X
3615,appointment,can you provide me with a date and time for the appointment,how do i set up an appointment at the bank?,1,X
3625,appointment,can you provide me with a date and time when i can schedule an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,X
3627,appointment,can i schedule a meeting with someone at the bank,can i schedule an appointment with someone at the bank?,1,
3631,appointment,i would like to see a bank representative,i would like to meet with a bank representative,1,
3650,appointment,would you like to schedule an appointment with a specific person at the bank,can i schedule an appointment with someone at the bank?,1,
3660,appointment,can i schedule an appointment with a bank representative,can i schedule an appointment with someone at the bank?,1,
3681,appointment,could you please help me schedule a meeting with a bank representative,how do i set up an appointment at the bank?,1,
3682,appointment,id like to see a bank representative,i would like to meet with a bank representative,1,
3687,appointment,are you a current customer of the bank,can i schedule an appointment with someone at the bank?,1,X
3688,appointment,would it be possible to schedule a meeting with someone from the bank,can i schedule an appointment with someone at the bank?,1,
3693,appointment,i apologize but i am an ai language model and do not have access to the availability of bank representatives however i can assist you in finding the contact information for the bank you would like to meet with,i would like to meet with a bank representative,1,X
3728,appointment,can you provide me with the contact details of a bank representative,i would like to meet with a bank representative,1,X
3732,appointment,it sounds like you would like to schedule a meeting with a bank representative can you please provide me with more information about what you would like to discuss,i would like to meet with a bank representative,1,X
3737,appointment,how can i make an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
3740,appointment,can you arrange a meeting with someone at the bank,can i schedule an appointment with someone at the bank?,1,
3782,appointment,are you interested in meeting with a bank representative,i would like to meet with a bank representative,1,
3791,appointment,what is your preferred time for the appointment,can i schedule an appointment with someone at the bank?,1,
3800,appointment,i am interested in meeting with a representative from the bank,can i schedule an appointment with someone at the bank?,1,
3817,appointment,can i book a meeting with someone from the bank,can i schedule an appointment with someone at the bank?,1,
3819,appointment,can you assist me in setting up an appointment at the bank,how do i set up an appointment at the bank?,1,
3821,appointment,i need to set up a meeting with the bank,how do i set up an appointment at the bank?,1,
3825,appointment,im happy to help you schedule a meeting with a bank representative,i would like to meet with a bank representative,1,
3826,appointment,can you please arrange a meeting with someone at the bank for me,can i schedule an appointment with someone at the bank?,1,
3827,appointment,can i assist you in scheduling an appointment with a bank representative,i would like to meet with a bank representative,1,
3832,appointment,could you please assist me with scheduling an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
3840,appointment,can you provide more details about the appointment,how do i set up an appointment at the bank?,1,X
3843,appointment,what type of appointment do you need,how do i set up an appointment at the bank?,1,X
3846,appointment,what are the steps to schedule an appointment with a bank representative,how do i set up an appointment at the bank?,1,X
3860,appointment,i am not sure what specific information you are looking for but i can assist you with scheduling an appointment with a bank representative,i would like to meet with a bank representative,1,X
3878,appointment,would you like me to find a bank representative who specializes in a specific area such as personal loans or investments,i would like to meet with a bank representative,1,X
3882,appointment,i am interested in setting up an appointment at the bank,how do i set up an appointment at the bank?,1,X
3891,appointment,could i schedule a consultation with a bank representative,can i schedule an appointment with someone at the bank?,1,
3893,appointment,how do i schedule an appointment with the bank,how do i set up an appointment at the bank?,1,
3898,appointment,i can help you find the contact information for a specific bank representative if you provide me with their name and location,i would like to meet with a bank representative,1,X
3904,appointment,how can i schedule an appointment with someone at the bank,can i schedule an appointment with someone at the bank?,1,
3909,appointment,can you please clarify what you would like to discuss with the bank representative,i would like to meet with a bank representative,1,X
3914,appointment,what is the process for scheduling an appointment with the bank,how do i set up an appointment at the bank?,1,
3916,appointment,i need to speak with someone at the bank as soon as possible,can i schedule an appointment with someone at the bank?,1,
3918,appointment,can you please assist me in setting up a meeting with a bank representative,how do i set up an appointment at the bank?,1,
3922,appointment,would you be able to set up a meeting with someone at the bank for me,can i schedule an appointment with someone at the bank?,1,
3932,appointment,can i have an appointment with someone from the bank,can i schedule an appointment with someone at the bank?,1,
3937,appointment,can i have the opportunity to speak with a bank representative,i would like to meet with a bank representative,1,
3938,appointment,how do i make a reservation to see a banker at the bank,how do i set up an appointment at the bank?,1,
1,hours,what are the hours of my bank,can you check my bank's hours?,2,
5,hours,i would like to know my banks hours,can you check my bank's hours?,2,
6,hours,please provide the hours of operation for the bank,can you check my bank's hours?,2,
31,hours,when is the bank closing,when does the bank close?,2,
44,hours,when does the bank open,what time does the bank open?,2,
45,hours,can you please tell me the opening hours of the bank,what time does the bank open?,2,
61,hours,how long are the banks hours of operation,can you check my bank's hours?,2,
66,hours,at what time does the bank stop operations,when does the bank close?,2,
75,hours,can you provide me with the name of your bank,can you check my bank's hours?,2,
79,hours,when does my bank open,can you check my bank's hours?,2,
94,hours,what are the hours of operation for my bank,can you check my bank's hours?,2,
104,hours,what is the earliest time that the bank opens,what time does the bank open?,2,
141,hours,at what time does the bank cease operations for the day,when does the bank close?,2,
158,hours,what is the closing time for the bank,when does the bank close?,2,
194,hours,when is the banks closing time,when does the bank close?,2,
195,hours,can you please specify which location of the bank you are referring to,can you check my bank's hours?,2,X
220,hours,can you tell me the closing hours of the bank,when does the bank close?,2,
235,hours,can you tell me the hours the bank is open,can you check my bank's hours?,2,
242,hours,how long is the bank open,when does the bank close?,2,
255,hours,are there any exceptions to the bank hours,can you check my bank's hours?,2,
265,hours,what time do the doors of the bank open,what time does the bank open?,2,
281,hours,when is my bank open,can you check my bank's hours?,2,
289,hours,what is the location of your bank,can you check my bank's hours?,2,
305,hours,can you provide the name of the bank and the location you are referring to,can you check my bank's hours?,2,X
321,hours,can you tell me the city or zip code of the bank you want to check,can you check my bank's hours?,2,X
325,hours,can you tell me the operating hours of my bank,can you check my bank's hours?,2,
335,hours,at what time does the bank start its operations,what time does the bank open?,2,
340,hours,can you tell me the hours of operation for the bank,can you check my bank's hours?,2,
359,hours,when does the bank shut down,when does the bank close?,2,
376,hours,when is the bank going to close,when does the bank close?,2,
385,hours,when does the bank close for the day,when does the bank close?,2,
412,hours,are there any changes to the banks hours this week,can you check my bank's hours?,2,
431,hours,what is the opening time of the bank,what time does the bank open?,2,
448,hours,at what time do the bank employees start working,what time does the bank open?,2,
451,hours,when does the bank begin operations,what time does the bank open?,2,
457,hours,when do the bank employees arrive for work,what time does the bank open?,2,
475,hours,may i know the location of the bank you are referring to,can you check my bank's hours?,2,X
476,hours,what time does the bank close today,can you check my bank's hours?,2,
484,hours,im sorry i am an ai language model and i do not have access to realtime information about the hours of specific banks however you can visit the banks website or call their customer service to get the most accurate and uptodate information,can you check my bank's hours?,2,X
488,hours,can you provide me with the banks schedule,can you check my bank's hours?,2,
489,hours,when does the bank commence operations,what time does the bank open?,2,
494,hours,can you check my banks hours,can you check my bank's hours?,2,
509,hours,how late is the bank open,when does the bank close?,2,
513,hours,what services does your bank offer,can you check my bank's hours?,2,
529,hours,what are the banks hours,can you check my bank's hours?,2,
532,hours,when will the bank close,when does the bank close?,2,
567,hours,can you please confirm if the hours you provided are accurate,can you check my bank's hours?,2,
574,hours,can you please specify which day you would like to know the operating hours for,can you check my bank's hours?,2,X
601,hours,when does my bank close,can you check my bank's hours?,2,
602,hours,can you tell me the name of the bank you want to check,can you check my bank's hours?,2,X
610,hours,what is the banks closing time,when does the bank close?,2,
612,hours,can you please give me the operating hours of your bank,can you check my bank's hours?,2,
628,hours,what time does the bank begin serving customers,what time does the bank open?,2,
655,hours,what is the closing time of the bank,when does the bank close?,2,
658,hours,what are the hours of operation for the bank,when does the bank close?,2,
660,hours,can you please tell me the name of your bank,can you check my bank's hours?,2,X
661,hours,what are the opening and closing hours of your bank,can you check my bank's hours?,2,
669,hours,i would like to know the banks hours of operation,can you check my bank's hours?,2,
697,hours,when does the bank stop accepting customers,when does the bank close?,2,
708,hours,please tell me the hours of my bank,can you check my bank's hours?,2,
715,hours,what are the banks operating hours,can you check my bank's hours?,2,
719,hours,what is the endofday time for the bank,when does the bank close?,2,
751,hours,are you looking for the current hours or a specific date and time,can you check my bank's hours?,2,X
756,hours,at what hour does the bank close,when does the bank close?,2,
783,hours,what are the opening hours of my bank,can you check my bank's hours?,2,
784,hours,how can i check my banks hours,can you check my bank's hours?,2,X
790,hours,what is the time that the bank opens,what time does the bank open?,2,
795,hours,what time is the bank open for business,what time does the bank open?,2,
810,hours,what is the operational time of the bank,what time does the bank open?,2,
836,hours,i need to know the operating hours of my bank,can you check my bank's hours?,2,
841,hours,what is the end of the day for the bank,when does the bank close?,2,
843,hours,at what time does the bank begin its operations,what time does the bank open?,2,
844,hours,can you confirm the banks opening hours,can you check my bank's hours?,2,
868,hours,what time does the bank start its services,what time does the bank open?,2,
875,hours,is there anything else i can assist you with,can you check my bank's hours?,2,X
876,hours,what time does the bank shut down,when does the bank close?,2,
905,hours,what is the time when the bank opens,what time does the bank open?,2,
921,hours,at what time does the bank open its doors,what time does the bank open?,2,
932,hours,at what hour does the bank begin its business hours,what time does the bank open?,2,
933,hours,can you please confirm the location of your bank,can you check my bank's hours?,2,X
952,hours,can you confirm the banks operating hours,can you check my bank's hours?,2,
954,hours,what time does the bank close,when does the bank close?,2,
956,hours,how early does the bank open,what time does the bank open?,2,
958,hours,what is the end of business hours for the bank,when does the bank close?,2,
964,hours,when does the bank stop serving customers,when does the bank close?,2,
966,hours,what is the operating hours of the bank,what time does the bank open?,2,
976,hours,can you please confirm the date and time you would like me to check the hours for,can you check my bank's hours?,2,X
978,hours,when does the bank finish working,when does the bank close?,2,
1001,hours,what are the banks opening hours,what time does the bank open?,2,
1006,hours,can you please provide me the location of your bank,can you check my bank's hours?,2,X
1036,hours,at what time does the bank close,when does the bank close?,2,
1041,hours,what time can i visit the bank,what time does the bank open?,2,
1044,hours,what time does the bank commence its services,what time does the bank open?,2,
1046,hours,how early can i access the bank services,what time does the bank open?,2,
1053,hours,at what time does the bank close its doors,when does the bank close?,2,
1066,hours,what is the specific time you would like to know the hours for,can you check my bank's hours?,2,
1086,hours,when is the bank open,what time does the bank open?,2,
1096,hours,when is the bank closed,when does the bank close?,2,
1099,hours,when can i visit the bank,what time does the bank open?,2,
1122,hours,what are the hours of operation of your bank,can you check my bank's hours?,2,
1135,hours,when does the bank start operating,what time does the bank open?,2,
1152,hours,i am curious about the hours of my bank,can you check my bank's hours?,2,
1206,hours,at what time does the bank open,what time does the bank open?,2,
1213,hours,what is the end of the business hours for the bank,when does the bank close?,2,
1224,hours,when is the bank open,can you check my bank's hours?,2,
1228,hours,can you provide me with the banks business hours,can you check my bank's hours?,2,
1244,hours,could you please tell me when the bank opens,what time does the bank open?,2,
1270,hours,what are the banks operating hours,when does the bank close?,2,
1291,hours,what time does the bank open its doors,what time does the bank open?,2,
1297,hours,how late does the bank stay open,when does the bank close?,2,
1302,hours,when do the bank doors close,when does the bank close?,2,
1306,hours,what are the business hours of the bank,what time does the bank open?,2,
1316,hours,how long is my bank open,can you check my bank's hours?,2,
1344,hours,are the bank hours the same every day,can you check my bank's hours?,2,
1347,hours,what time does my bank open,can you check my bank's hours?,2,
1368,hours,what are the business hours of my bank,can you check my bank's hours?,2,
1383,hours,im sorry i am an ai language model and i do not have access to realtime information about the hours of specific banks however you can visit the banks website or call their customer service to get the most accurate,can you check my bank's hours?,2,X
1425,hours,can you provide the hours of my bank,can you check my bank's hours?,2,
1455,hours,when does the bank begin its operations,what time does the bank open?,2,
1457,hours,what time does the bank open,what time does the bank open?,2,
1479,hours,when does the bank close,when does the bank close?,2,
1480,hours,can you please confirm the name of the bank you want to check,can you check my bank's hours?,2,X
1492,hours,what are the opening and closing times for the bank,can you check my bank's hours?,2,
1493,hours,when does the bank start its business day,what time does the bank open?,2,
1507,hours,what is the banks closing hour,when does the bank close?,2,
1508,hours,when can i access the bank,what time does the bank open?,2,
1526,hours,how early can i visit the bank,what time does the bank open?,2,
1536,hours,what is the opening time for the bank,what time does the bank open?,2,
1549,hours,can you provide me with the operating hours for my bank,can you check my bank's hours?,2,
1561,hours,what are the opening and closing hours of the bank,when does the bank close?,2,
1562,hours,have you tried contacting the bank directly for their hours,can you check my bank's hours?,2,X
1616,hours,can you give me the banks opening time,what time does the bank open?,2,
1632,hours,what are the banks closing hours,when does the bank close?,2,
1650,hours,could you please provide the banks name,can you check my bank's hours?,2,
1660,hours,what are the operating hours of my bank,can you check my bank's hours?,2,
1672,hours,when will the bank be closed today,when does the bank close?,2,
1675,hours,when does the bank typically open,what time does the bank open?,2,
1688,hours,what time do the banks open,what time does the bank open?,2,
1692,hours,can you provide me with the hours that my bank is open,can you check my bank's hours?,2,
1697,hours,when do the banks begin their business day,what time does the bank open?,2,
1725,hours,do you have the banks operating hours,can you check my bank's hours?,2,
1737,hours,can you check the banks website for their hours,can you check my bank's hours?,2,
1739,hours,what time does the bank usually open,what time does the bank open?,2,
1746,hours,can you please provide the closing time of the bank,when does the bank close?,2,
1750,hours,is there a specific branch of the bank you are referring to,can you check my bank's hours?,2,X
1757,hours,what is the closing schedule for the bank,when does the bank close?,2,
1786,hours,at what time do the banks open,what time does the bank open?,2,
1792,hours,what time do the banks doors open,what time does the bank open?,2,
1802,hours,what is the schedule of the bank,what time does the bank open?,2,
1808,hours,what time does the bank start serving customers,what time does the bank open?,2,
1809,hours,what is the end time of the banks business hours,when does the bank close?,2,
1814,hours,when is the bank closing today,when does the bank close?,2,
1817,hours,please provide me with the name of your bank so that i can check its hours,can you check my bank's hours?,2,X
1826,hours,what is the closing hour of the bank today,when does the bank close?,2,
1859,hours,when is the bank open and when is it closed,can you check my bank's hours?,2,
1862,hours,what is the end of the banks business hours,when does the bank close?,2,
1875,hours,what is the name of your bank so that i can check its hours,can you check my bank's hours?,2,
1884,hours,have you tried using a search engine to find the banks hours,can you check my bank's hours?,2,X
1907,hours,when is the banks closing hour,when does the bank close?,2,
1918,hours,could you please tell me the name of the bank so that i can check its hours,can you check my bank's hours?,2,X
1923,hours,what is the banks opening hours,what time does the bank open?,2,
1927,hours,i am sorry i cannot answer that question as i do not have access to realtime information,what time does the bank open?,2,X
1933,hours,could you please tell me the opening hours of the bank,what time does the bank open?,2,
1945,hours,can you provide me with the banks opening hours,can you check my bank's hours?,2,
1952,hours,what are the hours of your bank,can you check my bank's hours?,2,
1964,hours,when do the banks doors close,when does the bank close?,2,
1968,hours,when is my bank open for business,can you check my bank's hours?,2,
1969,hours,what is the closing hour for the bank,when does the bank close?,2,
1982,hours,when does the bank open and close,can you check my bank's hours?,2,
1984,hours,what is the business hours of the bank,what time does the bank open?,2,
1988,hours,what is the schedule for the banks opening hours,what time does the bank open?,2,
1991,hours,please let me know the hours of my bank,can you check my bank's hours?,2,X
2007,hours,what is the end time for the bank,when does the bank close?,2,
2014,hours,what is the schedule for the bank,when does the bank close?,2,
2020,hours,im sorry but i dont have information on the opening hours of the bank can you please provide me with the location or the name of the bank,what time does the bank open?,2,X
2027,hours,can you tell me the banks operating hours,can you check my bank's hours?,2,
2034,hours,when do the banks doors shut,when does the bank close?,2,
2042,hours,when does the bank start its business,what time does the bank open?,2,
2054,hours,please tell me the hours of operation for my bank,can you check my bank's hours?,2,
2063,hours,what time does my bank close,can you check my bank's hours?,2,
2094,hours,id like to know the operating hours of my bank,can you check my bank's hours?,2,
2096,hours,what are the working hours of my bank,can you check my bank's hours?,2,
2099,hours,what is the operating time of my bank,can you check my bank's hours?,2,
2111,hours,can you please provide me with the name of your bank so that i can check its hours,can you check my bank's hours?,2,X
2121,hours,what are the hours when my bank is open,can you check my bank's hours?,2,
2128,hours,what time does the bank open and close,can you check my bank's hours?,2,
2142,hours,what are the banks hours of operation,when does the bank close?,2,
2148,hours,would you provide me with the hours of your bank,can you check my bank's hours?,2,
2154,hours,can you provide the banks opening and closing times,can you check my bank's hours?,2,
2156,hours,when does the bank start operations,what time does the bank open?,2,
2165,hours,how long does the bank remain open,when does the bank close?,2,
2176,hours,can you tell me the opening hours of the bank,what time does the bank open?,2,
2196,hours,what is the normal opening time for the bank,what time does the bank open?,2,
2204,hours,can you provide me with the closing time of the bank,when does the bank close?,2,
2216,hours,what is the opening time of my bank,can you check my bank's hours?,2,
2245,hours,what are the banks business hours,can you check my bank's hours?,2,
2255,hours,what is the closing time of the bank today,when does the bank close?,2,
2259,hours,when does my bank open and close,can you check my bank's hours?,2,
2268,hours,what is the last hour of operation for the bank,when does the bank close?,2,
2282,hours,when does the bank first start serving customers,what time does the bank open?,2,
2284,hours,when does the bank begin to function,what time does the bank open?,2,
2292,hours,please share the hours of your bank with me,can you check my bank's hours?,2,X
2294,hours,would you please provide me with the banks opening and closing hours,can you check my bank's hours?,2,
2306,hours,what is the schedule of the bank,when does the bank close?,2,
2311,hours,im sorry but as an ai language model i dont have access to realtime information on the opening hours of specific banks however you can try checking the banks website or contacting their customer support for more information,what time does the bank open?,2,X
2339,hours,what are the banks opening and closing times,can you check my bank's hours?,2,
2355,hours,would you mind telling me the hours of your bank,can you check my bank's hours?,2,
2364,hours,at what time does the bank commence its daily activities,what time does the bank open?,2,
2366,hours,when does the bank shut down today,when does the bank close?,2,
2367,hours,what is the operating hours of the bank,when does the bank close?,2,
2368,hours,when does the bank stop operations for the day,when does the bank close?,2,
2437,hours,can you please tell me the hours of your bank,can you check my bank's hours?,2,
2455,hours,can you tell me when my bank is open,can you check my bank's hours?,2,
2462,hours,when can i visit my bank,can you check my bank's hours?,2,
2479,hours,can you provide me with the banks hours,can you check my bank's hours?,2,
2489,hours,what is the schedule for my bank,can you check my bank's hours?,2,
2523,hours,could you check my banks hours for me,can you check my bank's hours?,2,
2530,hours,when does the bank normally start operations,what time does the bank open?,2,
2580,hours,when do the banks open,what time does the bank open?,2,
2598,hours,when does the bank close today,when does the bank close?,2,
2625,hours,what is the business hours of the bank,when does the bank close?,2,
2634,hours,what is the opening and closing time of my bank,can you check my bank's hours?,2,
2637,hours,what time do the banks doors close,when does the bank close?,2,
2670,hours,what is the closing hour of the bank,when does the bank close?,2,
2671,hours,how early can i access my bank account,what time does the bank open?,2,X
2682,hours,when does the bank open for business,what time does the bank open?,2,
2725,hours,what time of day does the bank open,what time does the bank open?,2,
2732,hours,can you please clarify if you are asking about the opening hours of a specific bank,what time does the bank open?,2,X
2733,hours,when is the last time the bank will be open today,when does the bank close?,2,
2740,hours,what is the typical opening time for the bank,what time does the bank open?,2,
2752,hours,what is the earliest time customers can enter the bank,what time does the bank open?,2,
2757,hours,what time does the bank commence its business activities,what time does the bank open?,2,
2765,hours,what is the end of the banks service hours,when does the bank close?,2,
2769,hours,what is the earliest time i can visit the bank,what time does the bank open?,2,
2779,hours,what are the banks hours of operation,can you check my bank's hours?,2,
2807,hours,can you provide the opening hours of the bank,what time does the bank open?,2,
2818,hours,when does the bank start serving customers,what time does the bank open?,2,
2822,hours,when is your bank open,can you check my bank's hours?,2,
2832,hours,when can customers access the bank,what time does the bank open?,2,
2842,hours,what is the time of closing for the bank today,when does the bank close?,2,
2845,hours,what time does the bank begin accepting transactions,what time does the bank open?,2,
2851,hours,what are the opening hours of your bank,can you check my bank's hours?,2,
2854,hours,can you tell me the opening hours of your bank,can you check my bank's hours?,2,
2862,hours,when are the banks hours,can you check my bank's hours?,2,
2870,hours,at what time does the bank shut its doors,when does the bank close?,2,
2871,hours,can you provide me with the operating hours of your bank,can you check my bank's hours?,2,
2874,hours,what are the hours of the bank,when does the bank close?,2,
2882,hours,what are the operating hours of the bank,what time does the bank open?,2,
2898,hours,when does your bank close,can you check my bank's hours?,2,
2915,hours,can you give me the opening and closing hours of my bank,can you check my bank's hours?,2,
2917,hours,can you please provide me with the name of the bank so i can check their hours,can you check my bank's hours?,2,X
2938,hours,can you please provide me with the banks hours,can you check my bank's hours?,2,
2941,hours,can you confirm the hours of my bank,can you check my bank's hours?,2,
2946,hours,when does the bank start its operations,what time does the bank open?,2,
2957,hours,at what time does the bank close for the day,when does the bank close?,2,
2965,hours,at what time does the bank shut down,when does the bank close?,2,
2981,hours,can you check the hours of my bank,can you check my bank's hours?,2,
3007,hours,at what time does the bank open for business,what time does the bank open?,2,
3012,hours,what time does your bank open and close,can you check my bank's hours?,2,
3016,hours,what time does the bank shut down for the day,when does the bank close?,2,
3023,hours,can you confirm the opening and closing times of my bank,can you check my bank's hours?,2,
3027,hours,im sorry i do not have access to the specific opening hours of your local bank please check the banks website or call their customer service for more information,what time does the bank open?,2,X
3038,hours,what is the starting time for the bank,what time does the bank open?,2,
3065,hours,i am curious about the opening hours of your bank,can you check my bank's hours?,2,
3087,hours,when does the bank close its doors for the night,when does the bank close?,2,
3089,hours,what are the hours that the bank is open for business,can you check my bank's hours?,2,
3097,hours,what is the business hours of your bank,can you check my bank's hours?,2,
3113,hours,when does the bank close for business,when does the bank close?,2,
3147,hours,what are the opening and closing times for my bank,can you check my bank's hours?,2,
3154,hours,can you tell me the closing time of the bank,when does the bank close?,2,
3159,hours,would you like to know the banks hours for today or for a specific day,can you check my bank's hours?,2,X
3179,hours,when will the bank be closed,when does the bank close?,2,
3184,hours,i can help you find out the banks hours,can you check my bank's hours?,2,
3220,hours,when does your bank usually open and close,can you check my bank's hours?,2,
3225,hours,what are the business hours for my bank,can you check my bank's hours?,2,
3232,hours,could you please let me know the opening and closing times of my bank,can you check my bank's hours?,2,
3234,hours,could you please tell me the hours of my bank,can you check my bank's hours?,2,
3251,hours,how long does the bank stay open,when does the bank close?,2,
3252,hours,what is the last time the bank is open today,when does the bank close?,2,
3255,hours,i would like to verify the hours of your bank,can you check my bank's hours?,2,
3257,hours,when does the bank stop accepting transactions,when does the bank close?,2,
3260,hours,what is the time frame for the bank to be open,what time does the bank open?,2,
3263,hours,i would like to know the banks hours,can you check my bank's hours?,2,
3268,hours,im sorry i cannot provide an answer without additional context please provide me with more information about the specific bank you are referring to,what time does the bank open?,2,X
3272,hours,what time does the bank open for business,what time does the bank open?,2,
3279,hours,what is the latest time that the bank opens,what time does the bank open?,2,
3320,hours,what time can customers enter the bank,what time does the bank open?,2,
3326,hours,what are the hours that my bank is open to the public,can you check my bank's hours?,2,
3358,hours,what are the operating hours of your bank,can you check my bank's hours?,2,
3361,hours,im sorry but i cannot find information on the opening hours of the bank,what time does the bank open?,2,X
3372,hours,can i assist you with anything else,can you check my bank's hours?,2,X
3404,hours,can you give me the hours of my bank,can you check my bank's hours?,2,
3405,hours,would you be able to tell me the hours of my bank,can you check my bank's hours?,2,
3410,hours,can you please provide me with the hours of your bank,can you check my bank's hours?,2,
3433,hours,can you provide me with the banks closing time,when does the bank close?,2,
3471,hours,can you provide me with the opening hours of the bank you are referring to,what time does the bank open?,2,X
3480,hours,what time does the bank stop serving customers,when does the bank close?,2,
3495,hours,i need to know the banks hours,can you check my bank's hours?,2,
3541,hours,i am sorry but i cannot access realtime information about the banks hours please contact the bank directly for their current hours of operation,can you check my bank's hours?,2,X
3542,hours,the bank closes at 5 pm,when does the bank close?,2,X
3546,hours,what time does the bank begin operations,what time does the bank open?,2,
3555,hours,what is the time limit for the bank to be open for business,when does the bank close?,2,
3557,hours,can you tell me the hours of my bank,can you check my bank's hours?,2,
3586,hours,im sorry i am not sure what you are referring to could you please provide me with more context or information,can you check my bank's hours?,2,X
3639,hours,what time do the bank doors open,what time does the bank open?,2,
3658,hours,when can i access my bank account,what time does the bank open?,2,
3663,hours,could you provide me with the hours of my bank,can you check my bank's hours?,2,
3666,hours,what time do the banks doors unlock,what time does the bank open?,2,
3677,hours,are there any changes in the hours of my bank during the holidays,can you check my bank's hours?,2,X
3697,hours,what is the daily schedule of your bank,can you check my bank's hours?,2,
3702,hours,i would like to know the operating hours of your bank,can you check my bank's hours?,2,
3727,hours,what time does the bank start working,what time does the bank open?,2,
3734,hours,what is the latest time that the bank is open,when does the bank close?,2,
3754,hours,please let me know the hours of operation of your bank,can you check my bank's hours?,2,
3755,hours,how early does the bank open in the morning,what time does the bank open?,2,
3756,hours,do you need any further assistance,what time does the bank open?,2,X
3760,hours,what time do banks usually open,what time does the bank open?,2,
3792,hours,can you provide me with the hours of my bank,can you check my bank's hours?,2,
3807,hours,how long is my bank open for,can you check my bank's hours?,2,
3813,hours,please provide me with the operating hours of my bank,can you check my bank's hours?,2,
3814,hours,what time does the bank start its operations,what time does the bank open?,2,
3861,hours,when does the bank shut down for the day,when does the bank close?,2,
3865,hours,i would be happy to assist you in finding the banks hours,can you check my bank's hours?,2,X
3870,hours,could you please tell me the time the bank opens,what time does the bank open?,2,
3876,hours,can you please tell me the banks opening and closing times,can you check my bank's hours?,2,
3881,hours,please tell me the name of the bank you would like to check the hours for,can you check my bank's hours?,2,X
3899,hours,could you please tell me the banks hours,can you check my bank's hours?,2,
3908,hours,im sorry but as an ai language model i dont have access to the banks hours however i can help you find their website or contact information,can you check my bank's hours?,2,X
3920,hours,can you please tell me the hours of operation of the bank,what time does the bank open?,2,
3934,hours,what are the hours you would like to check,can you check my bank's hours?,2,X
7,safe,are there any restrictions on what can be stored in a safe deposit box,how do i get a safe deposit box?,3,
11,safe,can you please clarify what type of safety deposit box you are interested in getting,i would like to get a safety deposit box at my bank,3,X
17,safe,have you considered opening a safety deposit box at your bank,i would like to get a safety deposit box at my bank,3,
20,safe,i am interested in knowing more about the safety and security of safe deposit boxes,i want information on getting a safe deposit box,3,
26,safe,what are the steps involved in getting a safe deposit box,how do i get a safe deposit box?,3,
39,safe,what are the benefits of getting a safe deposit box,i want information on getting a safe deposit box,3,
52,safe,are there any other services or products that you would like to explore while at the bank,i would like to get a safety deposit box at my bank,3,X
54,safe,how do i find a reliable bank that offers safe deposit boxes,i want information on getting a safe deposit box,3,
57,safe,how much does it cost to get a safety deposit box at my bank,i would like to get a safety deposit box at my bank,3,
69,safe,do you have any specific concerns or needs when it comes to getting a safe deposit box,i want information on getting a safe deposit box,3,X
77,safe,have you considered any specific features or options that you need in a safe deposit box,i want information on getting a safe deposit box,3,X
80,safe,how can i find a safe deposit box provider,how do i get a safe deposit box?,3,
85,safe,how do i get a safe deposit box,how do i get a safe deposit box?,3,
87,safe,can you provide me with information on the best places to get a safe deposit box,how do i get a safe deposit box?,3,
92,safe,what are the requirements for getting a safe deposit box,i want information on getting a safe deposit box,3,
98,safe,can i get a safety deposit box at my bank,i would like to get a safety deposit box at my bank,3,
101,safe,can you please provide me with more information on the specific information you are looking for regarding safe deposit boxes,i want information on getting a safe deposit box,3,X
110,safe,what are the fees associated with renting a safe deposit box,how do i get a safe deposit box?,3,
116,safe,what kind of information are you looking for regarding getting a safe deposit box,i want information on getting a safe deposit box,3,X
132,safe,are there any particular concerns or risks to be aware of when choosing a safe deposit box and how can they be mitigated,i want information on getting a safe deposit box,3,X
134,safe,how can i ensure that my valuables are safe in a safe deposit box,i want information on getting a safe deposit box,3,
135,safe,have you researched any other banks or financial institutions that offer safety deposit boxes,i would like to get a safety deposit box at my bank,3,X
151,safe,what items can be stored in a safe deposit box,i want information on getting a safe deposit box,3,
